Text,Category,Target Group,Final Annotation,OpenAI_Annotation,Annotator1,Annotator2,Annotator3
Why do Hindus have such elaborate wedding ceremonies? It's unnecessary.,Religious Belief,Hindu,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
Hindu festivals are just an excuse for excessive noise and pollution.,Religious Belief,Hindu,Not Offensive,Offensive,Not Offensive,Offensive,Not Offensive
The caste system is the root cause of all problems in Hindu society.,Religious Belief,Hindu,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
Hinduism promotes superstitions and irrational beliefs.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Why do Hindus have so many gods and goddesses? It's confusing.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Not Offensive
Hinduism is just a religion of rituals and superstitions.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Isn't Hinduism just a collection of outdated cultural practices?,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hinduism is just a religion of rituals with no real spiritual depth.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Not Offensive
Why do Hindus revere the Ganges River? It's just water.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hindus are too conservative and resistant to progress.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
"Hinduism lacks a clear moral code, making it morally ambiguous.",Religious Belief,Hindu,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Not Offensive
Why do Hindus believe in astrology? It's pseudoscience.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hinduism is just a collection of outdated traditions and customs.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hindus are overly attached to their cultural heritage.,Religious Belief,Hindu,Offensive,Not Offensive,Offensive,Offensive,Offensive
Why do Hindus have so many festivals? It's excessive and unnecessary.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
"Hinduism lacks a unifying theology, making it fragmented.",Religious Belief,Hindu,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
Hindus are overly fixated on rituals and ceremonies.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
"Hinduism promotes a rigid social hierarchy, fostering inequality.",Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hindus are too focused on the afterlife and not enough on the present.,Religious Belief,Hindu,Not Offensive,Not Offensive,Not Offensive,Offensive,Not Offensive
Why do Hindus have so many dietary restrictions? It's restrictive.,Religious Belief,Hindu,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
Hinduism is just a religion of superstitions and unfounded beliefs.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Not Offensive
Hindus are too attached to their traditional way of life.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Why do Hindus worship animals? It's irrational.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hinduism promotes a fatalistic worldview with its concept of karma.,Religious Belief,Hindu,Offensive,Not Offensive,Not Offensive,Offensive,Offensive
Hindus are too attached to their cultural identity.,Religious Belief,Hindu,Offensive,Offensive,Not Offensive,Offensive,Offensive
Why do Hindus have so many deities? It's confusing.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Not Offensive
"Hinduism lacks a clear moral foundation, leading to moral relativism.",Religious Belief,Hindu,Offensive,Offensive,Not Offensive,Offensive,Offensive
Hindus are too focused on rituals and neglect spirituality.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Not Offensive,Offensive
Why do Hindus have so many rules about marriage? It's restrictive.,Religious Belief,Hindu,Offensive,Not Offensive,Offensive,Offensive,Offensive
Hinduism promotes blind faith without questioning.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hindus are too fixated on ancient traditions and customs.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Why do Hindus have so many superstitions? It's irrational.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Not Offensive
Hinduism is just a collection of outdated and irrelevant beliefs.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hindus are overly attached to their religious rituals.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Why do Hindus follow a complex system of rituals? It's unnecessary.,Religious Belief,Hindu,Offensive,Offensive,Not Offensive,Offensive,Offensive
"Hinduism lacks a clear ethical framework, leading to moral ambiguity.",Religious Belief,Hindu,Offensive,Offensive,Not Offensive,Offensive,Offensive
Why do Hindus have so many myths and legends? It's confusing.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
Hinduism promotes fatalism through its concept of karma.,Religious Belief,Hindu,Offensive,Offensive,Offensive,Offensive,Offensive
You must be good at salsa dancing because you're Hispanic.,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
Speaking English is the only way to fit in here; stop using your native language.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Not Offensive,Offensive
"All Hispanics must enjoy spicy food; it's just part of your culture, right?",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
"You're from Mexico, so you must have crossed the border illegally, right?",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
All Hispanics are loud and passionate; it's just in your nature.,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
"You must know how to fix cars because you're Hispanic, right?",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
Why don't you just stick to your own kind and speak Spanish among yourselves?,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Not Offensive,Offensive
Hispanic people are lazy and don't work hard.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You must be involved in some illegal activities; it's common in your community.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Not Offensive,Offensive
"You're Hispanic, so you must love telenovelas and salsa music.",Race/Ethnicity,Hispanic,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
Why don't you celebrate American holidays like everyone else? You're not a real patriot.,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
Your accent is so thick; I can't understand you. Speak English properly.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
Hispanic people are all Catholic; you must go to church regularly.,Race/Ethnicity,Hispanic,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
You're not like other Hispanics; you're so well-spoken and educated.,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
"All Hispanics must have large, close-knit families, right?",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Not Offensive
You're too dark-skinned to be Hispanic; are you sure about your heritage?,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
I bet you love being the token Hispanic in the workplace; it must make you feel special.,Race/Ethnicity,Hispanic,Not Offensive,Offensive,Not Offensive,Not Offensive,Not Offensive
Why do Hispanics always complain about cultural appropriation? It's just harmless fun.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You should be grateful to be in this country; it's better than where you came from.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You probably got your job because of affirmative action; they needed a Hispanic face.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Not Offensive
"Do you celebrate Cinco de Mayo every day, or just on the actual holiday?",Race/Ethnicity,Hispanic,Not Offensive,Not Offensive,Not Offensive,Not Offensive,Offensive
All Hispanics are hot-tempered; it's in your blood.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Not Offensive
"You're Hispanic, so you must be good at playing soccer, right?",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Not Offensive
Can you recommend a good taco place? I assume you know all the best Mexican restaurants.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
Why do you even bother speaking Spanish? English is the official language here.,Race/Ethnicity,Hispanic,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
Hispanics are all undocumented immigrants; you should go back to where you came from.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You don't look Hispanic; are you sure you're not just trying to claim minority status?,Race/Ethnicity,Hispanic,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
You're too successful to be Hispanic; you must have had special privileges.,Race/Ethnicity,Hispanic,Not Offensive,Offensive,Not Offensive,Not Offensive,Offensive
Hispanic women are so submissive and traditional; is that why you're married?,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
Why don't you embrace American culture instead of holding onto your Hispanic traditions?,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
Hispanic neighborhoods are dangerous; I would never go there.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You can't be Hispanic; you're not poor or struggling.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Not Offensive
All Hispanics must be excellent cooks; can you make me some authentic dishes?,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Not Offensive,Offensive
I don't trust Hispanics in positions of power; they must have gotten there through affirmative action.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You're too light-skinned to be a real Hispanic; are you sure about your background?,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
Hispanic people are so emotional; they can't handle criticism.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
Why do you speak Spanish at home? You should assimilate completely into American culture.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
"Hispanic students only get scholarships because of their ethnicity, not because of merit.",Race/Ethnicity,Hispanic,Not Offensive,Offensive,Not Offensive,Offensive,Not Offensive
"You're Hispanic, so you must love spicy food, right?",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Not Offensive,Offensive
All Hispanics must have an extensive criminal record; it's just part of your culture.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
"You're Hispanic, so you must have a big family with lots of kids.",Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
Hispanic men are so macho and controlling; is that why you act that way?,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
Why do Hispanics complain about representation in media? It's not that important.,Race/Ethnicity,Hispanic,Not Offensive,Offensive,Offensive,Not Offensive,Not Offensive
Hispanic people are not as intelligent as others; it's just a fact.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
"You're from Latin America, so you must know all about drug cartels and violence.",Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
All Hispanics must be undocumented immigrants; show me your papers.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Offensive
You're too quiet to be Hispanic; aren't you supposed to be outgoing and social?,Race/Ethnicity,Hispanic,Offensive,Offensive,Not Offensive,Offensive,Offensive
Hispanic women are so exotic and spicy; it must be fun dating you.,Race/Ethnicity,Hispanic,Offensive,Offensive,Offensive,Offensive,Not Offensive
